Permission,count
co.thefab.tm.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
android.permission.CONTROL_MEDIA_DISABLING,1
daily.planner.routine.habits.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.wsl.noom.permission.C2D_MESSAGE,1
com.wsl.noom.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.yc14ec100daa.www.permission.C2D_MESSAGE,1
com.yc14ec100daa.www.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.webmd.android.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
org.ihc.dfd.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.galileohealth.android.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.galileohealth.android.sdk.permission-group.ipc.sender,1
daily.planner.routine.habits.permission.LE_FRAMEWORK,1
com.medstar.android.promptcare.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
health.care.heart.entry.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.alarm.permission.SET_ALARM,1
com.affecttherapeutics.sdk.permission-group.ipc.sender,1
com.baritastic.view.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.android.vending.AD_ID,1
com.fig.permission.C2D_MESSAGE,1
com.fig.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.firststophealth.permission.ACCESS_BLUESHIFT_SERVICE,1
com.water.tracker.remind.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
health.human.app.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.bowerydigital.bend.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.clue.android.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.betterhelp.permission.C2D_MESSAGE,1
com.betterhelp.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
eu.smartpatient.mytherapy.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
phdpan.buttocks.home.workout.trainer.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.affecttherapeutics.permission.C2D_MESSAGE,1
com.affecttherapeutics.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
gov.ca.ihss.evv.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.adventhealth.flagship.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.medco.medcopharmacy.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
android.permission.POST_NOTIFICATION,1
com.fullscript.mobile.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.dnt.yoga.yogaforbeginners.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
Manifest.permission.READ_EXTERNAL_STORAGE,1
ai.replika.app.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.smilegeneration.mychart.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.medstar.android.promptcare.permission.C2D_MESSAGE,1
com.snapworx.snapmobile.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.google.android.permission.PROVIDE_BACKGROUND,1
com.hevy.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.healthcare.bloodtracker.pro.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.bob.umr.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.stardust.app.permission.C2D_MESSAGE,1
com.stardust.app.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.healthcare.bloodtracker.pro.internal.broadcast.permissions,1
com.fitnessapps.yogakidsworkouts.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.dexcom.g6.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.galderma.aspirerewards.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.shotsy.app.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.avibra.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
gov.nyc.hra.SelfService.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.sharecare.wecare.permission.C2D_MESSAGE,1
com.sharecare.wecare.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
io.timberapps.strongvibes.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.calm.android.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.android.providers.tv.permission.WRITE_EPG_DATA,1
com.banfield.bpht.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.android.providers.tv.permission.READ_EPG_DATA,1
com.bodbot.trainer.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.fitbit.FitbitMobile.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
android.permission.REQUEST_COMPANION_PROFILE_WATCH,1
android.permission.REQUEST_COMPANION_USE_DATA_IN_BACKGROUND,1
android.permission.FOREGROUND_SERVICE_SHORT_SERVICE,1
com.Bloodpressurerecorder.uill.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.hiit.home.workout.men.jian048lite.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.mysugr.android.companion.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.firststophealth.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.cube.arc.blood.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
org.nm.mobile.myNM.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
android.hardware.place.gps,1
android.permission.BLUETOOTH.SCAN,1
gov.va.vamf.vavideoconnect.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
android.permission.health.READ_EXERCISE_ROUTE,1
android.permission.ACCESS_DOWNLOAD_MANAGER,1
com.nb.benefitspro.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.kooth.serenity.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.visionwizard.workout.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.outcomes4me.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.summithealth.mobile.CountlyPush.BROADCAST_PERMISSION,1
com.summithealth.mobile.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.horizonblue.memberportal.verint.xm.sdk.RECEIVE_DELETE_ACTION_BROADCAST,1
com.horizonblue.memberportal.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
net.mercy.mymercy.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.lighthouse1.mobilebenefits.dbi.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.brightside.stringer.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.centene.dxe.ambetter.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.outcomes4me.permission.C2D_MESSAGE,1
com.sbs.diet.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
providence.nassau.mobile.providencehealth.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.labcorp.patientportal.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.goodrx.permission.C2D_MESSAGE,1
com.goodrx.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.sixoversix.copyglass.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.fitbod.fitbod.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.helloheart.app.healthplan.permission.C2D_MESSAGE,1
com.healint.migraineapp.permission.C2D_MESSAGE,1
org.prismahealth.go.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.solutran.otc.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
reverse.health.app.permission.C2D_MESSAGE,1
reverse.health.app.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.irhythm.myzio.android.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.participantapp.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.truhearing.rta.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.samsung.android.health.permission.READ_HEALTH_DATA,1
com.virginpulse.virginpulse.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.helloheart.app.healthplan.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.glic.group.ga.mobile.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.healthapplines.android.stepcounter.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
stepcounter.steptracker.pedometer.calorie.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
itouch.wearables.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
android.permission.health.READ_MINDFULNESS_SESSION,1
org.howwefeel.moodmeter.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.molina.mobile.myhealthinhand.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
android.permission.RECORD_VIDEO,1
com.carbonhealth.patient.prod.sdk.permission-group.ipc.sender,1
com.medbridgeed.hep.go.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.pawp.android.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.yazio.android.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.publix.pharmacyonline.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.healthtracker.bloodpressure.heartrate.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
android.launcher.permission.INSTALL_SHORTCUT,1
com.humana.pharmacy.verint.xm.sdk.RECEIVE_DELETE_ACTION_BROADCAST,1
com.humana.pharmacy.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
android.permission.health.PERMISSION_READ_HEALTH_DATA_HISTORY,1
com.cronometer.android.gold.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.carbonhealth.patient.prod.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.sec.spp.permission.PUSH_SERVICE_PROVIDER,1
com.samsung.android.samsungaccount.permission.ACCOUNT_MANAGER,1
com.sec.android.app.shealth.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.netflix.partner,1
com.samsung.android.security.permission.SAMSUNG_KEYSTORE_PERMISSION,1
com.samsung.android.knox.permission.KNOX_CCM_KEYSTORE,1
com.samsung.android.mcfds.permission.START_SERVICE,1
com.samsung.android.mcfds.permission.ACCESS_SERVICE,1
com.mightybell.threex4genetics.dtcmobile.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.water.record.bloodpressure.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
heartratemonitor.heartrate.pulse.pulseapp.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.azaknordive.body.temperature.tracker.thermometer.fever.checker.diary.history.info.monitor.records.calc.hypo.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.app.sweatcoin.BROADCAST_EVENTS,1
in.sweatco.app.provider.content.READ,1
in.sweatco.app.provider.content.WRITE,1
in.sweatco.app.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
apps.piedmontnow.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.wakeup.howear.permission.JPUSH_MESSAGE,1
com.healthapplines.android.pedometer.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
dance.fit.zumba.weightloss.danceburn.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.nimblerx.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
org.TexasHealth.TexasHealthMyChart.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
org.mountsinai.MyChart.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.shc.mobile.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.sec.spp.permission.TOKEN_c6bbae539f5994fc130a6ce9ba9b5fc4f54564bd01e0b1ccb8ffcdf3bef305faae4eec16a8316c02433cb3095486314842a58858641f71a1a5e0a8cb90344f0336d54728d000ba3967db09e0103bd8418b8bc885533d3aac74432897939464afedd9866e154eb0b718cad3da47370960d91d90dc826095e20de810fa71bef02e,1
com.sec.android.service.health.permission.SWEIGHTSENSOR,1
com.samsung.android.app.withtv.ACCESS_WITH_TV,1
com.samsung.android.app.spage.permission.WRITE_CARD_DATA,1
samsung.permission.shealthlogrequest,1
com.samsung.android.scloud.permission.RPC_SYNC_SETTING,1
com.samsung.android.intellivoiceservice.permission.BIND_SUGGESTION_SERVICE_FOR_EXTERNAL,1
com.samsung.android.app.parentalcare.permission.READ_CARE,1
com.samsung.android.app.parentalcare.permission.CONTROL_CARE,1
com.samsung.android.rubin.context.permission.READ_CONTEXT_MANAGER,1
com.samsung.android.rubin.persona.permission.READ_PERSONA_MANAGER,1
com.samsung.android.shealthmonitor.bp.READ_MEASURE_FLAG,1
com.samsung.android.shealthmonitor.sleep.READ_SLEEP_APNEA_STATUS,1
com.sec.android.easyMover.permission.RUN_AGENT,1
com.samsung.android.rubin.app.ui.permission.LAUNCH_RUBIN_SETTING,1
com.dexcom.g6.content_provider.READ_PERMISSION,1
com.dexcom.cgm.content_provider.READ_PERMISSION,1
com.dexcom.clarity.firebase.READ_PERMISSION,1
com.dexcom.clarity.mobile.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
android.permission.MIGRATE_HEALTH_CONNECT_DATA,1
com.google.android.apps.healthdata.permission.START_ONBOARDING,1
android:permission.BIND_JOB_SERVICE,1
com.contacts1800.ecomapp.permission.C2D_MESSAGE,1
com.capitalrx.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.maximstaffing.app.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.android.launcher2.permission.INSTALL_SHORTCUT,1
com.android.launcher3.permission.INSTALL_SHORTCUT,1
com.android.launcher2.permission.UNINSTALL_SHORTCUT,1
com.android.launcher3.permission.UNINSTALL_SHORTCUT,1
org.adw.launcher.permission.READ_SETTINGS,1
org.adw.launcher.permission.WRITE_SETTINGS,1
com.qihoo360.launcher.permission.READ_SETTINGS,1
com.qihoo360.launcher.permission.WRITE_SETTINGS,1
com.contacts1800.ecomapp.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.ikame.android.bind.sdk_connection,1
intermittentfasting.weightloss.fastingtracker.yazio.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
leafly.android.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.healint.migraineapp.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
health.mydiabetes.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.cashwalklabs.cashwalk.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.sidekick.app.sobersidekick.permission.C2D_MESSAGE,1
com.sidekick.app.sobersidekick.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.plushcare.plushcare.prod.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.gymbros.app.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
epic.mychart.android.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.anthem.sydney.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
android.permission.AD_ID,1
com.appsky.calendar.periodtracker.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.blood.sugar.tracker.glucometer.Diary.test.diabetes.checker.info.glucose.convert.logger.health.fitness.monitor.history.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.americanHealthMarketplace.permission.C2D_MESSAGE,1
com.americanHealthMarketplace.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.miracleear.mdapp.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.mysalesforce.mycommunity.C00D6g000000DEMvEAO.A0OT3p000000CaRIGA0.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.maximus.missinginformation.nysoh.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
breastenlarger.bodyeditor.photoeditor.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.beltone.hearmax.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.strava.permission.C2D_MESSAGE,1
com.strava.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
itech.wearables.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.gnhearing.enhancepro.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.workplan.alarm.permission.SET_ALARM,1
com.loseweight.seven.minute.workout.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
net.qihoo.launcher.permission.READ_SETTINGS,1
com.getgarner.app.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.getpaired.app.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.openevidence.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.tracerofficial.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.heart.rate.bloodpressure.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.farsitel.bazaar.permission.REFERRER,1
app.herlife.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.FriendsApp.pillidentifieranddrugsearch.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.capitalrx.permission.C2D_MESSAGE,1
com.glucobit.reframe.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
net.qihoo.launcher.permission.WRITE_SETTINGS,1
org.adwfreak.launcher.permission.READ_SETTINGS,1
org.adwfreak.launcher.permission.WRITE_SETTINGS,1
org.adw.launcher_donut.permission.READ_SETTINGS,1
org.adw.launcher_donut.permission.WRITE_SETTINGS,1
com.fede.launcher.permission.READ_SETTINGS,1
com.fede.launcher.permission.WRITE_SETTINGS,1
com.anddoes.launcher.permission.READ_SETTINGS,1
com.anddoes.launcher.permission.WRITE_SETTINGS,1
com.google.android.apps.photos.permission.GOOGLE_PHOTOS,1
com.tencent.qqlauncher.permission.WRITE_SETTINGS,1
com.android.mylauncher.permission.READ_SETTINGS,1
com.android.mylauncher.permission.WRITE_SETTINGS,1
com.ebproductions.android.launcher.permission.READ_SETTINGS,1
com.ebproductions.android.launcher.permission.WRITE_SETTINGS,1
telecom.mdesk.permission.READ_SETTINGS,1
telecom.mdesk.permission.WRITE_SETTINGS,1
dianxin.permission.ACCESS_LAUNCHER_DATA,1
com.google.android.gallery3d.permission.GALLERY_PROVIDER,1
com.tencent.qqlauncher.permission.READ_SETTINGS,1
com.oneploton.permission.PACKET_LOG,1
com.oneploton.permission.ACCESS_METRICS,1
.permission.MAPS_RECEIVE,1
org.kp.tpmg.permission.WAITING_QUEUE_PERMISSION,1
org.kp.tpmg.permission.KP_ALARM_MANAGER,1
org.kp.tpmg.permission.TIMEOUT_RECEIVER,1
org.kp.tpmg.permission.TOKEN_ALARM_MANAGER,1
org.kp.tpmg.permission.NOTIFICATION_CANCEL_RECEIVER,1
com.wakeup.howear.permission.KW_SDK_BROADCAST,1
org.kp.tpmg.preventivecare.sdk.permission-group.ipc.sender,1
com.bluefish.bloodpressure.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
health.sleep.sounds.tracker.alarm.calm.permission.LE_FRAMEWORK,1
health.sleep.sounds.tracker.alarm.calm.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.innowise.pathology3d.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.ith.patient.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.pineapp.prod.permission.DEEPLINK,1
Manifest.permission.CAPTURE_AUDIO_OUTPUT,1
com.osellus.android.pineapp.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
org.kp.tpmg.preventivecare.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.instagram.android.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
android.permission.MEDIA_PROJECTION,1
android.permission.CAPTURE_VIDEO_OUTPUT,1
com.instagram.android.permission.CROSS_PROCESS_BROADCAST_MANAGER,1
android.permission.UPDATE_APP_BADGE,1
com.bloodpressuretracker.bloodpressureapp.bptracker.bloodsugar.bloodglucose.heartrate.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.blood.sugar.diabetes.tracker.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.onemedical.android.sdk.permission-group.ipc.sender,1
com.onemedical.android.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.onepeloton.callisto.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
org.kp.m.permission.MAPS_RECEIVE,1
org.kp.m.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
us.tx.state.hhsc.ytbmobile.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.accredohealth.accredo.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.amazon.permission.media.session.voicecommandcontrol,1
android.permission.FORCE_STOP_PACKAGES,1
android.permission.CONFIGURE_WIFI_DISPLAY,1
android.permission.CONTROL_WIFI_DISPLAY,1
android.permission.WRITE_SECURE_SETTINGS,1
com.prayapp.client.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.hrd.iam.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.allydvm.ast.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.curaleaf.retail.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.myquest.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.stepsappgmbh.stepsapp.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.appsky.android.bloodpressure.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
heartrate.heartratemonitor.bloodpressure.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.mayoclinic.patient.gcm.permission.C2D_MESSAGE,1
android.permission.REQUEST_INSTALL_PACKAGES,1
com.caloriecounter.foodtracker.trackmealpro.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
de.komoot.android.permission.NAVIGATION,1
de.komoot.android.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.epedometer.step.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
weightloss.weightlossforwomen.workoutforwomen.womenworkout.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
co.circlemedical.patient.permission.C2D_MESSAGE,1
co.circlemedical.patient.sdk.permission-group.ipc.sender,1
co.circlemedical.patient.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.visoryhealth.member.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.mayoclinic.patient.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.shire.biolife.permission.C2D_MESSAGE,1
com.getsomeheadspace.android.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.getsomeheadspace.android.sdk.permission-group.ipc.sender,1
com.oph.prod.ct152.rejoyn.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.kitefaster.whitenoise.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
org.memorialhermann.my.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.appsky.bpdiary.healthtracker.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
bloodsugar.bloodsugarapp.diabetes.diabetesapp.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.optimaxInvestments.GlassesUSA.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.hihonor.android.launcher.permission.WRITE_SETTINGS,1
com.doximity.doximitydroid.permission.C2D_MESSAGE,1
com.doximity.doximitydroid.CROSS_APP_COMMUNICATION,1
com.doximity.doximitydroid.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.mearsure.heartratepro.manage.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
gov.or.oregonone.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.grandroundshealth.m.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
org.uhhospitals.mychart.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.ratemeasure.heart.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.hihonor.android.launcher.permission.READ_SETTINGS,1
com.cod.codapp.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.spruce.messenger.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.bloodpressure.bloodtracker.bptracker.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
net.sumitk.quotesmeditation.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.ovuline.pregnancy.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
bloodsugar.diabetes.pressuretraker.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.voidpet.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.modernizingmedicine.patientportal.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.healthapplines.sleeprecord.tracker.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
android.permission.CREDENTIAL_MANAGER_SET_ALLOWED_PROVIDERS,1
com.mobile.uhc.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.imprivata.imprivataid.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.sleepmonitor.aio.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.lowestmed.android.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.walktask.app.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
homeworkout.fitness.app.READ_DATA,1
dietaiplan.calorietracker.app.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.fitnow.permission.LOGIN_PROVIDER,1
com.fitnow.loseit.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.mindbodyonline.connect.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.wakeup.howear.openadsdk.permission.TT_PANGOLIN,1
android.permission.CAPTURE_AUDIO_OUTPUT,1
com.wakeup.howear.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION,1
com.wakeup.howear.permission.MIPUSH_RECEIVE,1
com.hihonor.push.permission.READ_PUSH_NOTIFICATION_INFO,1
com.wakeup.howear.permission.PROCESS_PUSH_MSG,1
com.wakeup.howear.permission.PUSH_PROVIDER,1
fitness.home.workout.weight.loss.permission.LE_FRAMEWORK,1
